Drug1,Drug2,cell,drug1_db,drug2_db,synergy,synergy_score
PAZOPANIB HYDROCHLORIDE,IMIQUIMOD,SF295,DB06589,DB00724,-1.72,0
VANDETANIB,ABIRATERONE,SF295,DB05294,DB05812,-1.72,0
BLEOMYCIN,AMIFOSTINE,SF295,DB00290,DB01143,-1.7,0
ABIRATERONE,IMATINIB,SF295,DB05812,DB00619,-1.7,0
CYTARABINE HYDROCHLORIDE,PRALATREXATE,SF295,DB00987,DB06813,-1.69,0
FLUDARABINE BASE,QUINACRINE HYDROCHLORIDE,SF295,DB01073,DB01103,-1.69,0
PACLITAXEL,TOPOTECAN HYDROCHLORIDE,SF295,DB01229,DB01030,-1.69,0
MITOTANE,ALLOPURINOL,SF295,DB00648,DB00437,-1.69,0
5-FU,SUNITINIB,SF295,DB00544,DB01268,-1.69,0
GEFITINIB,ERLOTINIB HYDROCHLORIDE,SF295,DB00317,DB00530,-1.69,0
SUNITINIB,BORTEZOMIB,SF295,DB01268,DB00188,-1.68,0
PRALATREXATE,MERCAPTOPURINE,SF295,DB06813,DB01033,-1.68,0
RUXOLITINIB,VANDETANIB,SF295,DB08877,DB05294,-1.68,0
VANDETANIB,RUXOLITINIB,SF295,DB05294,DB08877,-1.68,0
VANDETANIB,LETROZOLE,SF295,DB05294,DB01006,-1.68,0
SUNITINIB,ARSENIC TRIOXIDE,SF295,DB01268,DB01169,-1.67,0
CYTARABINE HYDROCHLORIDE,PACLITAXEL,SF295,DB00987,DB01229,-1.67,0
CRIZOTINIB,VISMODEGIB,SF295,DB08865,DB08828,-1.67,0
RALOXIFENE,DOCETAXEL,SF295,DB00481,DB01248,-1.65,0
RUXOLITINIB,IMIQUIMOD,SF295,DB08877,DB00724,-1.64,0
BORTEZOMIB,ARSENIC TRIOXIDE,SF295,DB00188,DB01169,-1.63,0
GEFITINIB,SUNITINIB,SF295,DB00317,DB01268,-1.63,0
LETROZOLE,SORAFENIB,SF295,DB01006,DB00398,-1.62,0
LOMUSTINE,MITOTANE,SF295,DB01206,DB00648,-1.62,0
METHOTREXATE,IMIQUIMOD,SF295,DB00563,DB00724,-1.61,0
VEMURAFENIB,PAZOPANIB HYDROCHLORIDE,SF295,DB08881,DB06589,-1.61,0
AMIFOSTINE,ARSENIC TRIOXIDE,SF295,DB01143,DB01169,-1.6,0
MEGESTROL ACETATE,CYTARABINE HYDROCHLORIDE,SF295,DB00351,DB00987,-1.6,0
VEMURAFENIB,PRALATREXATE,SF295,DB08881,DB06813,-1.6,0
DACARBAZINE,SORAFENIB,SF295,DB00851,DB00398,-1.59,0
VEMURAFENIB,ALLOPURINOL,SF295,DB08881,DB00437,-1.59,0
SORAFENIB,QUINACRINE HYDROCHLORIDE,SF295,DB00398,DB01103,-1.58,0
RUXOLITINIB,IXABEPILONE,SF295,DB08877,DB04845,-1.58,0
MITOXANTRONE,FULVESTRANT,SF295,DB01204,DB00947,-1.58,0
VISMODEGIB,IMIQUIMOD,SF295,DB08828,DB00724,-1.58,0
MITOTANE,FULVESTRANT,SF295,DB00648,DB00947,-1.57,0
PAZOPANIB HYDROCHLORIDE,METHOXSALEN,SF295,DB06589,DB00553,-1.57,0
RUXOLITINIB,DASATINIB,SF295,DB08877,DB01254,-1.57,0
TAMOXIFEN CITRATE,ALLOPURINOL,SF295,DB00675,DB00437,-1.56,0
LENALIDOMIDE,MEGESTROL ACETATE,SF295,DB00480,DB00351,-1.55,0
DACARBAZINE,FULVESTRANT,SF295,DB00851,DB00947,-1.55,0
LENALIDOMIDE,TENIPOSIDE,SF295,DB00480,DB00444,-1.55,0
VISMODEGIB,ABIRATERONE,SF295,DB08828,DB05812,-1.55,0
RUXOLITINIB,CELECOXIB,SF295,DB08877,DB00482,-1.54,0
VANDETANIB,TAMOXIFEN CITRATE,SF295,DB05294,DB00675,-1.54,0
GEFITINIB,MITOTANE,SF295,DB00317,DB00648,-1.54,0
CYTARABINE HYDROCHLORIDE,MITOTANE,SF295,DB00987,DB00648,-1.53,0
PEMETREXED,QUINACRINE HYDROCHLORIDE,SF295,DB00642,DB01103,-1.53,0
VEMURAFENIB,RUXOLITINIB,SF295,DB08881,DB08877,-1.53,0
VEMURAFENIB,LETROZOLE,SF295,DB08881,DB01006,-1.53,0
DACARBAZINE,SUNITINIB,SF295,DB00851,DB01268,-1.52,0
RALOXIFENE,FULVESTRANT,SF295,DB00481,DB00947,-1.49,0
RALOXIFENE,RUXOLITINIB,SF295,DB00481,DB08877,-1.49,0
AZACYTIDINE,THALIDOMIDE,SF295,DB00928,DB01041,-1.49,0
PAZOPANIB HYDROCHLORIDE,CELECOXIB,SF295,DB06589,DB00482,-1.49,0
LENALIDOMIDE,MITOXANTRONE,SF295,DB00480,DB01204,-1.49,0
RUXOLITINIB,METHOXSALEN,SF295,DB08877,DB00553,-1.49,0
NILOTINIB,ARSENIC TRIOXIDE,SF295,DB04868,DB01169,-1.48,0
TRETINOIN,DASATINIB,SF295,DB00755,DB01254,-1.48,0
PAZOPANIB HYDROCHLORIDE,AMIFOSTINE,SF295,DB06589,DB01143,-1.48,0
LENALIDOMIDE,TOPOTECAN HYDROCHLORIDE,SF295,DB00480,DB01030,-1.47,0
VANDETANIB,VISMODEGIB,SF295,DB05294,DB08828,-1.47,0
5-FU,ERLOTINIB HYDROCHLORIDE,SF295,DB00544,DB00530,-1.47,0
VANDETANIB,CELECOXIB,SF295,DB05294,DB00482,-1.45,0
RUXOLITINIB,VISMODEGIB,SF295,DB08877,DB08828,-1.45,0
IMATINIB,SUNITINIB,SF295,DB00619,DB01268,-1.44,0
VEMURAFENIB,CARMUSTINE,SF295,DB08881,DB00262,-1.44,0
IXABEPILONE,ARSENIC TRIOXIDE,SF295,DB04845,DB01169,-1.43,0
GEFITINIB,METHOTREXATE,SF295,DB00317,DB00563,-1.43,0
VISMODEGIB,VANDETANIB,SF295,DB08828,DB05294,-1.43,0
TENIPOSIDE,AMIFOSTINE,SF295,DB00444,DB01143,-1.42,0
VEMURAFENIB,CRIZOTINIB,SF295,DB08881,DB08865,-1.42,0
PAZOPANIB HYDROCHLORIDE,LAPATINIB,SF295,DB06589,DB01259,-1.42,0
GEFITINIB,ARSENIC TRIOXIDE,SF295,DB00317,DB01169,-1.42,0
ABIRATERONE,ARSENIC TRIOXIDE,SF295,DB05812,DB01169,-1.41,0
MEGESTROL ACETATE,DASATINIB,SF295,DB00351,DB01254,-1.4,0
VEMURAFENIB,TAMOXIFEN CITRATE,SF295,DB08881,DB00675,-1.39,0
RUXOLITINIB,AMIFOSTINE,SF295,DB08877,DB01143,-1.39,0
PAZOPANIB HYDROCHLORIDE,THALIDOMIDE,SF295,DB06589,DB01041,-1.38,0
VISMODEGIB,PAZOPANIB HYDROCHLORIDE,SF295,DB08828,DB06589,-1.38,0
SUNITINIB,MERCAPTOPURINE,SF295,DB01268,DB01033,-1.37,0
SORAFENIB,MERCAPTOPURINE,SF295,DB00398,DB01033,-1.37,0
DOCETAXEL,AZACYTIDINE,SF295,DB01248,DB00928,-1.37,0
PEMETREXED,BORTEZOMIB,SF295,DB00642,DB00188,-1.37,0
CELECOXIB,MERCAPTOPURINE,SF295,DB00482,DB01033,-1.36,0
NILOTINIB,BORTEZOMIB,SF295,DB04868,DB00188,-1.36,0
5-FU,FLUDARABINE BASE,SF295,DB00544,DB01073,-1.35,0
VISMODEGIB,ERLOTINIB HYDROCHLORIDE,SF295,DB08828,DB00530,-1.35,0
RALOXIFENE,DASATINIB,SF295,DB00481,DB01254,-1.34,0
RUXOLITINIB,LAPATINIB,SF295,DB08877,DB01259,-1.34,0
IMIQUIMOD,BORTEZOMIB,SF295,DB00724,DB00188,-1.33,0
CRIZOTINIB,CELECOXIB,SF295,DB08865,DB00482,-1.32,0
DACARBAZINE,IMATINIB,SF295,DB00851,DB00619,-1.32,0
PAZOPANIB HYDROCHLORIDE,SUNITINIB,SF295,DB06589,DB01268,-1.32,0
VEMURAFENIB,CELECOXIB,SF295,DB08881,DB00482,-1.31,0
VISMODEGIB,ALLOPURINOL,SF295,DB08828,DB00437,-1.31,0
LENALIDOMIDE,PEMETREXED,SF295,DB00480,DB00642,-1.31,0
TRETINOIN,MERCAPTOPURINE,SF295,DB00755,DB01033,-1.3,0
VANDETANIB,CARMUSTINE,SF295,DB05294,DB00262,-1.3,0
RUXOLITINIB,THALIDOMIDE,SF295,DB08877,DB01041,-1.3,0
GEFITINIB,IMATINIB,SF295,DB00317,DB00619,-1.29,0
RALOXIFENE,CELECOXIB,SF295,DB00481,DB00482,-1.28,0
VISMODEGIB,FULVESTRANT,SF295,DB08828,DB00947,-1.28,0
NILOTINIB,DOCETAXEL,SF295,DB04868,DB01248,-1.27,0
VISMODEGIB,LAPATINIB,SF295,DB08828,DB01259,-1.27,0
LETROZOLE,MITOTANE,SF295,DB01006,DB00648,-1.25,0
DACARBAZINE,ARSENIC TRIOXIDE,SF295,DB00851,DB01169,-1.25,0
FLUDARABINE BASE,BORTEZOMIB,SF295,DB01073,DB00188,-1.24,0
NILOTINIB,BLEOMYCIN,SF295,DB04868,DB00290,-1.24,0
NILOTINIB,ERLOTINIB HYDROCHLORIDE,SF295,DB04868,DB00530,-1.24,0
AZACYTIDINE,PRALATREXATE,SF295,DB00928,DB06813,-1.23,0
VISMODEGIB,THALIDOMIDE,SF295,DB08828,DB01041,-1.23,0
TAMOXIFEN CITRATE,FULVESTRANT,SF295,DB00675,DB00947,-1.22,0
GEFITINIB,SORAFENIB,SF295,DB00317,DB00398,-1.21,0
HYDROXYUREA,IMIQUIMOD,SF295,DB01005,DB00724,-1.2,0
TENIPOSIDE,CYTARABINE HYDROCHLORIDE,SF295,DB00444,DB00987,-1.2,0
IMATINIB,FULVESTRANT,SF295,DB00619,DB00947,-1.19,0
NILOTINIB,ALLOPURINOL,SF295,DB04868,DB00437,-1.19,0
VISMODEGIB,AMIFOSTINE,SF295,DB08828,DB01143,-1.19,0
PACLITAXEL,ERLOTINIB HYDROCHLORIDE,SF295,DB01229,DB00530,-1.18,0
SORAFENIB,ANASTROZOLE,SF295,DB00398,DB01217,-1.18,0
VISMODEGIB,SUNITINIB,SF295,DB08828,DB01268,-1.18,0
PAZOPANIB HYDROCHLORIDE,TENIPOSIDE,SF295,DB06589,DB00444,-1.18,0
TRETINOIN,FULVESTRANT,SF295,DB00755,DB00947,-1.17,0
RALOXIFENE,PAZOPANIB HYDROCHLORIDE,SF295,DB00481,DB06589,-1.17,0
PAZOPANIB HYDROCHLORIDE,FLUDARABINE BASE,SF295,DB06589,DB01073,-1.17,0
SUNITINIB,FULVESTRANT,SF295,DB01268,DB00947,-1.16,0
RALOXIFENE,LETROZOLE,SF295,DB00481,DB01006,-1.16,0
FLUDARABINE BASE,SUNITINIB,SF295,DB01073,DB01268,-1.14,0
DAUNORUBICIN HYDROCHLORIDE,BORTEZOMIB,SF295,DB00694,DB00188,-1.14,0
VISMODEGIB,TAMOXIFEN CITRATE,SF295,DB08828,DB00675,-1.14,0
PEMETREXED,TRETINOIN,SF295,DB00642,DB00755,-1.14,0
IMIQUIMOD,ARSENIC TRIOXIDE,SF295,DB00724,DB01169,-1.13,0
ABIRATERONE,MEGESTROL ACETATE,SF295,DB05812,DB00351,-1.13,0
GEFITINIB,LAPATINIB,SF295,DB00317,DB01259,-1.13,0
PAZOPANIB HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,SF295,DB06589,DB00530,-1.13,0
VANDETANIB,IMIQUIMOD,SF295,DB05294,DB00724,-1.13,0
PAZOPANIB HYDROCHLORIDE,RALOXIFENE,SF295,DB06589,DB00481,-1.12,0
BLEOMYCIN,PRALATREXATE,SF295,DB00290,DB06813,-1.1,0
SORAFENIB,ZOLEDRONIC ACID,SF295,DB00398,DB00399,-1.1,0
AZACYTIDINE,BLEOMYCIN,SF295,DB00928,DB00290,-1.1,0
VISMODEGIB,METHOXSALEN,SF295,DB08828,DB00553,-1.1,0
RALOXIFENE,MITOTANE,SF295,DB00481,DB00648,-1.09,0
METHOXSALEN,ERLOTINIB HYDROCHLORIDE,SF295,DB00553,DB00530,-1.09,0
ANASTROZOLE,AMIFOSTINE,SF295,DB01217,DB01143,-1.09,0
DEXRAZOXANE,TOPOTECAN HYDROCHLORIDE,SF295,DB00380,DB01030,-1.09,0
RUXOLITINIB,FLUDARABINE BASE,SF295,DB08877,DB01073,-1.09,0
CYTARABINE HYDROCHLORIDE,ANASTROZOLE,SF295,DB00987,DB01217,-1.08,0
AZACYTIDINE,IXABEPILONE,SF295,DB00928,DB04845,-1.06,0
LAPATINIB,ALLOPURINOL,SF295,DB01259,DB00437,-1.05,0
SORAFENIB,ERLOTINIB HYDROCHLORIDE,SF295,DB00398,DB00530,-1.04,0
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,SF295,DB08865,DB00530,-1.04,0
ALLOPURINOL,ERLOTINIB HYDROCHLORIDE,SF295,DB00437,DB00530,-1.03,0
TOPOTECAN HYDROCHLORIDE,ARSENIC TRIOXIDE,SF295,DB01030,DB01169,-1.03,0
RUXOLITINIB,RALOXIFENE,SF295,DB08877,DB00481,-1.03,0
DACARBAZINE,METHOTREXATE,SF295,DB00851,DB00563,-1.02,0
RALOXIFENE,TENIPOSIDE,SF295,DB00481,DB00444,-1.02,0
ABIRATERONE,IXABEPILONE,SF295,DB05812,DB04845,-1.02,0
VISMODEGIB,FLUDARABINE BASE,SF295,DB08828,DB01073,-1.02,0
VANDETANIB,DASATINIB,SF295,DB05294,DB01254,-1.02,0
VEMURAFENIB,VANDETANIB,SF295,DB08881,DB05294,-1.01,0
HYDROXYUREA,ALLOPURINOL,SF295,DB01005,DB00437,-1,0
GEFITINIB,FULVESTRANT,SF295,DB00317,DB00947,-0.98,0
VEMURAFENIB,IMIQUIMOD,SF295,DB08881,DB00724,-0.98,0
IMIQUIMOD,TOPOTECAN HYDROCHLORIDE,SF295,DB00724,DB01030,-0.97,0
VISMODEGIB,RALOXIFENE,SF295,DB08828,DB00481,-0.97,0
HYDROXYUREA,METHOXSALEN,SF295,DB01005,DB00553,-0.96,0
CRIZOTINIB,GEFITINIB,SF295,DB08865,DB00317,-0.96,0
DACARBAZINE,MITOTANE,SF295,DB00851,DB00648,-0.96,0
VEMURAFENIB,NILOTINIB,SF295,DB08881,DB04868,-0.93,0
DASATINIB,HYDROXYUREA,SF295,DB01254,DB01005,-0.92,0
CYTARABINE HYDROCHLORIDE,FULVESTRANT,SF295,DB00987,DB00947,-0.91,0
VISMODEGIB,RUXOLITINIB,SF295,DB08828,DB08877,-0.91,0
TRETINOIN,BORTEZOMIB,SF295,DB00755,DB00188,-0.88,0
LOMUSTINE,MEGESTROL ACETATE,SF295,DB01206,DB00351,-0.88,0
RALOXIFENE,ANASTROZOLE,SF295,DB00481,DB01217,-0.87,0
TENIPOSIDE,IMIQUIMOD,SF295,DB00444,DB00724,-0.87,0
RUXOLITINIB,TENIPOSIDE,SF295,DB08877,DB00444,-0.87,0
NILOTINIB,MITOTANE,SF295,DB04868,DB00648,-0.86,0
TENIPOSIDE,ALLOPURINOL,SF295,DB00444,DB00437,-0.86,0
RALOXIFENE,BORTEZOMIB,SF295,DB00481,DB00188,-0.85,0
NILOTINIB,AZACYTIDINE,SF295,DB04868,DB00928,-0.85,0
SORAFENIB,AMIFOSTINE,SF295,DB00398,DB01143,-0.85,0
TAMOXIFEN CITRATE,BLEOMYCIN,SF295,DB00675,DB00290,-0.83,0
VANDETANIB,LAPATINIB,SF295,DB05294,DB01259,-0.82,0
VEMURAFENIB,METHOXSALEN,SF295,DB08881,DB00553,-0.82,0
VEMURAFENIB,DASATINIB,SF295,DB08881,DB01254,-0.82,0
RALOXIFENE,CYTARABINE HYDROCHLORIDE,SF295,DB00481,DB00987,-0.81,0
HYDROXYUREA,ANASTROZOLE,SF295,DB01005,DB01217,-0.8,0
ZOLEDRONIC ACID,PRALATREXATE,SF295,DB00399,DB06813,-0.8,0
VEMURAFENIB,ABIRATERONE,SF295,DB08881,DB05812,-0.8,0
FLUDARABINE BASE,SORAFENIB,SF295,DB01073,DB00398,-0.79,0
MEGESTROL ACETATE,TRETINOIN,SF295,DB00351,DB00755,-0.79,0
BLEOMYCIN,ERLOTINIB HYDROCHLORIDE,SF295,DB00290,DB00530,-0.78,0
VANDETANIB,THALIDOMIDE,SF295,DB05294,DB01041,-0.78,0
RUXOLITINIB,SUNITINIB,SF295,DB08877,DB01268,-0.78,0
LENALIDOMIDE,ALLOPURINOL,SF295,DB00480,DB00437,-0.78,0
NILOTINIB,ZOLEDRONIC ACID,SF295,DB04868,DB00399,-0.77,0
HYDROXYUREA,ERLOTINIB HYDROCHLORIDE,SF295,DB01005,DB00530,-0.77,0
METHOXSALEN,IMIQUIMOD,SF295,DB00553,DB00724,-0.75,0
TAMOXIFEN CITRATE,ERLOTINIB HYDROCHLORIDE,SF295,DB00675,DB00530,-0.74,0
MEGESTROL ACETATE,DACARBAZINE,SF295,DB00351,DB00851,-0.74,0
PACLITAXEL,IMIQUIMOD,SF295,DB01229,DB00724,-0.72,0
GEFITINIB,MEGESTROL ACETATE,SF295,DB00317,DB00351,-0.72,0
PAZOPANIB HYDROCHLORIDE,RUXOLITINIB,SF295,DB06589,DB08877,-0.72,0
VANDETANIB,SUNITINIB,SF295,DB05294,DB01268,-0.72,0
LOMUSTINE,PRALATREXATE,SF295,DB01206,DB06813,-0.72,0
VEMURAFENIB,AMIFOSTINE,SF295,DB08881,DB01143,-0.72,0
TENIPOSIDE,TAMOXIFEN CITRATE,SF295,DB00444,DB00675,-0.71,0
PAZOPANIB HYDROCHLORIDE,MITOTANE,SF295,DB06589,DB00648,-0.7,0
ANASTROZOLE,ALLOPURINOL,SF295,DB01217,DB00437,-0.68,0
MITOXANTRONE,BORTEZOMIB,SF295,DB01204,DB00188,-0.68,0
SUNITINIB,QUINACRINE HYDROCHLORIDE,SF295,DB01268,DB01103,-0.67,0
VEMURAFENIB,VISMODEGIB,SF295,DB08881,DB08828,-0.67,0
VEMURAFENIB,VEMURAFENIB,SF295,DB08881,DB08881,-0.67,0
ZOLEDRONIC ACID,METHOXSALEN,SF295,DB00399,DB00553,-0.66,0
IMATINIB,HYDROXYUREA,SF295,DB00619,DB01005,-0.66,0
METHOTREXATE,NILOTINIB,SF295,DB00563,DB04868,-0.66,0
VEMURAFENIB,LAPATINIB,SF295,DB08881,DB01259,-0.66,0
VANDETANIB,METHOXSALEN,SF295,DB05294,DB00553,-0.65,0
PACLITAXEL,BORTEZOMIB,SF295,DB01229,DB00188,-0.63,0
VEMURAFENIB,THALIDOMIDE,SF295,DB08881,DB01041,-0.62,0
TRETINOIN,CARMUSTINE,SF295,DB00755,DB00262,-0.61,0
THALIDOMIDE,METHOXSALEN,SF295,DB01041,DB00553,-0.61,0
RUXOLITINIB,MITOTANE,SF295,DB08877,DB00648,-0.61,0
GEFITINIB,ALLOPURINOL,SF295,DB00317,DB00437,-0.61,0
PACLITAXEL,PRALATREXATE,SF295,DB01229,DB06813,-0.6,0
TAMOXIFEN CITRATE,DASATINIB,SF295,DB00675,DB01254,-0.59,0
RALOXIFENE,VANDETANIB,SF295,DB00481,DB05294,-0.59,0
5-FU,BORTEZOMIB,SF295,DB00544,DB00188,-0.59,0
VISMODEGIB,DASATINIB,SF295,DB08828,DB01254,-0.59,0
RALOXIFENE,VISMODEGIB,SF295,DB00481,DB08828,-0.58,0
MITOTANE,ARSENIC TRIOXIDE,SF295,DB00648,DB01169,-0.57,0
DOCETAXEL,HYDROXYUREA,SF295,DB01248,DB01005,-0.57,0
ABIRATERONE,METHOTREXATE,SF295,DB05812,DB00563,-0.57,0
PAZOPANIB HYDROCHLORIDE,ARSENIC TRIOXIDE,SF295,DB06589,DB01169,-0.57,0
AZACYTIDINE,METHOXSALEN,SF295,DB00928,DB00553,-0.56,0
VANDETANIB,FLUDARABINE BASE,SF295,DB05294,DB01073,-0.56,0
MITOXANTRONE,DACARBAZINE,SF295,DB01204,DB00851,-0.53,0
RALOXIFENE,THALIDOMIDE,SF295,DB00481,DB01041,-0.52,0
5-FU,LAPATINIB,SF295,DB00544,DB01259,-0.52,0
VANDETANIB,TENIPOSIDE,SF295,DB05294,DB00444,-0.52,0
VANDETANIB,FULVESTRANT,SF295,DB05294,DB00947,-0.5,0
PEMETREXED,ZOLEDRONIC ACID,SF295,DB00642,DB00399,-0.5,0
CELECOXIB,BLEOMYCIN,SF295,DB00482,DB00290,-0.48,0
RALOXIFENE,NILOTINIB,SF295,DB00481,DB04868,-0.48,0
RUXOLITINIB,ARSENIC TRIOXIDE,SF295,DB08877,DB01169,-0.48,0
DASATINIB,ALLOPURINOL,SF295,DB01254,DB00437,-0.46,0
LETROZOLE,IXABEPILONE,SF295,DB01006,DB04845,-0.44,0
PAZOPANIB HYDROCHLORIDE,IMATINIB,SF295,DB06589,DB00619,-0.44,0
AZACYTIDINE,MITOTANE,SF295,DB00928,DB00648,-0.43,0
LAPATINIB,TOPOTECAN HYDROCHLORIDE,SF295,DB01259,DB01030,-0.42,0
RALOXIFENE,BLEOMYCIN,SF295,DB00481,DB00290,-0.42,0
FLUDARABINE BASE,ERLOTINIB HYDROCHLORIDE,SF295,DB01073,DB00530,-0.42,0
TENIPOSIDE,AZACYTIDINE,SF295,DB00444,DB00928,-0.42,0
VISMODEGIB,ARSENIC TRIOXIDE,SF295,DB08828,DB01169,-0.42,0
DOCETAXEL,METHOTREXATE,SF295,DB01248,DB00563,-0.41,0
VEMURAFENIB,FLUDARABINE BASE,SF295,DB08881,DB01073,-0.41,0
VISMODEGIB,MITOTANE,SF295,DB08828,DB00648,-0.41,0
FULVESTRANT,MERCAPTOPURINE,SF295,DB00947,DB01033,-0.4,0
TAMOXIFEN CITRATE,MERCAPTOPURINE,SF295,DB00675,DB01033,-0.4,0
CRIZOTINIB,FULVESTRANT,SF295,DB08865,DB00947,-0.4,0
FULVESTRANT,AZACYTIDINE,SF295,DB00947,DB00928,-0.39,0
CRIZOTINIB,MITOTANE,SF295,DB08865,DB00648,-0.39,0
SORAFENIB,METHOXSALEN,SF295,DB00398,DB00553,-0.38,0
IMATINIB,DASATINIB,SF295,DB00619,DB01254,-0.38,0
RALOXIFENE,TAMOXIFEN CITRATE,SF295,DB00481,DB00675,-0.38,0
LAPATINIB,MITOTANE,SF295,DB01259,DB00648,-0.37,0
TRETINOIN,AMIFOSTINE,SF295,DB00755,DB01143,-0.37,0
MITOTANE,BORTEZOMIB,SF295,DB00648,DB00188,-0.37,0
VEMURAFENIB,ERLOTINIB HYDROCHLORIDE,SF295,DB08881,DB00530,-0.37,0
MITOTANE,IMIQUIMOD,SF295,DB00648,DB00724,-0.36,0
PACLITAXEL,SORAFENIB,SF295,DB01229,DB00398,-0.35,0
RUXOLITINIB,IMATINIB,SF295,DB08877,DB00619,-0.35,0
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,SF295,DB08877,DB00530,-0.35,0
VEMURAFENIB,RALOXIFENE,SF295,DB08881,DB00481,-0.35,0
SORAFENIB,METHOTREXATE,SF295,DB00398,DB00563,-0.33,0
TOPOTECAN HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,SF295,DB01030,DB00530,-0.33,0
MEGESTROL ACETATE,IXABEPILONE,SF295,DB00351,DB04845,-0.33,0
MITOTANE,METHOXSALEN,SF295,DB00648,DB00553,-0.32,0
CRIZOTINIB,ZOLEDRONIC ACID,SF295,DB08865,DB00399,-0.3,0
PRALATREXATE,METHOXSALEN,SF295,DB06813,DB00553,-0.29,0
RALOXIFENE,TRETINOIN,SF295,DB00481,DB00755,-0.29,0
LETROZOLE,FULVESTRANT,SF295,DB01006,DB00947,-0.29,0
VISMODEGIB,IXABEPILONE,SF295,DB08828,DB04845,-0.29,0
DAUNORUBICIN HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,SF295,DB00694,DB00530,-0.29,0
ANASTROZOLE,DOCETAXEL,SF295,DB01217,DB01248,-0.28,0
VISMODEGIB,IMATINIB,SF295,DB08828,DB00619,-0.28,0
PAZOPANIB HYDROCHLORIDE,FULVESTRANT,SF295,DB06589,DB00947,-0.28,0
IMATINIB,AZACYTIDINE,SF295,DB00619,DB00928,-0.27,0
RALOXIFENE,METHOXSALEN,SF295,DB00481,DB00553,-0.27,0
5-FU,ARSENIC TRIOXIDE,SF295,DB00544,DB01169,-0.27,0
CELECOXIB,METHOXSALEN,SF295,DB00482,DB00553,-0.26,0
VANDETANIB,ERLOTINIB HYDROCHLORIDE,SF295,DB05294,DB00530,-0.26,0
RUXOLITINIB,FULVESTRANT,SF295,DB08877,DB00947,-0.26,0
5-FU,CRIZOTINIB,SF295,DB00544,DB08865,-0.25,0
5-FU,VEMURAFENIB,SF295,DB00544,DB08881,-0.25,0
VEMURAFENIB,FULVESTRANT,SF295,DB08881,DB00947,-0.25,0
PACLITAXEL,DASATINIB,SF295,DB01229,DB01254,-0.24,0
ALLOPURINOL,ARSENIC TRIOXIDE,SF295,DB00437,DB01169,-0.24,0
CELECOXIB,DASATINIB,SF295,DB00482,DB01254,-0.23,0
TENIPOSIDE,ANASTROZOLE,SF295,DB00444,DB01217,-0.23,0
VANDETANIB,AMIFOSTINE,SF295,DB05294,DB01143,-0.23,0
BLEOMYCIN,IMIQUIMOD,SF295,DB00290,DB00724,-0.21,0
ZOLEDRONIC ACID,HYDROXYUREA,SF295,DB00399,DB01005,-0.21,0
DASATINIB,IMIQUIMOD,SF295,DB01254,DB00724,-0.2,0
ZOLEDRONIC ACID,ANASTROZOLE,SF295,DB00399,DB01217,-0.19,0
CABAZITAXEL,IXABEPILONE,SF295,DB06772,DB04845,-0.19,0
DOCETAXEL,IXABEPILONE,SF295,DB01248,DB04845,-0.18,0
DACARBAZINE,TOPOTECAN HYDROCHLORIDE,SF295,DB00851,DB01030,-0.18,0
RALOXIFENE,AZACYTIDINE,SF295,DB00481,DB00928,-0.16,0
FLUDARABINE BASE,METHOXSALEN,SF295,DB01073,DB00553,-0.16,0
CABAZITAXEL,SUNITINIB,SF295,DB06772,DB01268,-0.16,0
LAPATINIB,ERLOTINIB HYDROCHLORIDE,SF295,DB01259,DB00530,-0.14,0
PEMETREXED,CELECOXIB,SF295,DB00642,DB00482,-0.14,0
CRIZOTINIB,PACLITAXEL,SF295,DB08865,DB01229,-0.14,0
TENIPOSIDE,FLUDARABINE BASE,SF295,DB00444,DB01073,-0.14,0
VANDETANIB,RALOXIFENE,SF295,DB05294,DB00481,-0.14,0
IMATINIB,LAPATINIB,SF295,DB00619,DB01259,-0.13,0
CYTARABINE HYDROCHLORIDE,ALLOPURINOL,SF295,DB00987,DB00437,-0.11,0
MEGESTROL ACETATE,ANASTROZOLE,SF295,DB00351,DB01217,-0.11,0
SUNITINIB,HYDROXYUREA,SF295,DB01268,DB01005,-0.09,0
LOMUSTINE,IXABEPILONE,SF295,DB01206,DB04845,-0.09,0
AZACYTIDINE,METHOTREXATE,SF295,DB00928,DB00563,-0.08,0
VANDETANIB,MITOTANE,SF295,DB05294,DB00648,-0.08,0
CELECOXIB,AMIFOSTINE,SF295,DB00482,DB01143,-0.07,0
TAMOXIFEN CITRATE,MITOTANE,SF295,DB00675,DB00648,-0.07,0
BLEOMYCIN,SORAFENIB,SF295,DB00290,DB00398,-0.06,0
ABIRATERONE,SUNITINIB,SF295,DB05812,DB01268,-0.06,0
FLUDARABINE BASE,FULVESTRANT,SF295,DB01073,DB00947,-0.05,0
DOCETAXEL,PRALATREXATE,SF295,DB01248,DB06813,-0.05,0
DASATINIB,ERLOTINIB HYDROCHLORIDE,SF295,DB01254,DB00530,-0.05,0
PACLITAXEL,ARSENIC TRIOXIDE,SF295,DB01229,DB01169,-0.04,0
